cliente_id,mes,etiqueta,ingreso_mxn,gastos_mxn,ahorro_mxn,ahorro_acumulado_mxn,saldo_tarjeta_mxn,uso_limite_pct,score_crediticio,pagos_atrasados
CLI048,2026-06,Jun,126571,89998,36573,57843,17100,21.3,721,0
CLI048,2026-07,Jul,122032,88641,33391,61802,16608,20.7,725,0
CLI048,2026-08,Ago,125283,88453,36830,66168,15918,19.8,726,0
CLI049,2026-01,Ene,6144,3360,2784,736,0,0.0,534,0
CLI049,2026-02,Feb,6304,3902,2402,816,0,0.0,537,0
CLI049,2026-03,Mar,6086,3934,2152,888,0,0.0,537,0
CLI049,2026-04,Abr,6184,3965,2219,962,0,0.0,542,0
CLI049,2026-05,May,6266,3739,2527,1046,0,0.0,543,0
CLI049,2026-06,Jun,6096,3912,2184,1118,0,0.0,544,0
CLI049,2026-07,Jul,6026,3878,2148,1190,0,0.0,546,0
CLI049,2026-08,Ago,6151,3680,2471,1272,0,0.0,551,0
CLI050,2026-01,Ene,66090,58601,7489,22597,14610,33.3,581,0
CLI050,2026-02,Feb,66865,58297,8568,23847,15026,34.2,583,0
CLI050,2026-03,Mar,64597,51902,12695,25700,15513,35.3,585,0
CLI050,2026-04,Abr,65953,52142,13812,27715,14838,33.8,586,0
CLI050,2026-05,May,65753,51286,14467,29826,14129,32.2,590,0
CLI050,2026-06,Jun,64942,58203,6739,30809,14613,33.3,593,0
CLI050,2026-07,Jul,67020,53739,13281,32747,14252,32.5,597,0
CLI050,2026-08,Ago,66490,54987,11503,34425,14888,33.9,597,0
CLI051,2026-01,Ene,2153279,1497566,655714,370540,0,0.0,559,0
CLI051,2026-02,Feb,2138761,1428577,710183,393956,0,0.0,561,0
CLI051,2026-03,Mar,2210585,1507391,703194,417141,0,0.0,562,0
CLI051,2026-04,Abr,2118860,1270301,848559,445119,0,0.0,568,0
CLI051,2026-05,May,2097008,1437643,659365,466859,0,0.0,571,0
CLI051,2026-06,Jun,2129416,1355003,774413,492392,0,0.0,577,0
CLI051,2026-07,Jul,2195424,1324606,870818,521104,0,0.0,577,0
CLI051,2026-08,Ago,2149028,1386073,762955,546259,0,0.0,582,0
CLI052,2026-01,Ene,21731,20174,1557,3431,0,0.0,621,1
CLI052,2026-02,Feb,22621,19871,2750,3596,0,0.0,625,0
CLI052,2026-03,Mar,21958,19058,2899,3769,0,0.0,624,0
CLI052,2026-04,Abr,22646,22614,32,3771,0,0.0,626,0
CLI052,2026-05,May,21872,20632,1240,3846,0,0.0,625,0
CLI052,2026-06,Jun,22220,21549,671,3886,0,0.0,626,0
CLI052,2026-07,Jul,21789,19480,2309,4024,0,0.0,627,0
CLI052,2026-08,Ago,22317,20901,1416,4109,0,0.0,626,0
CLI053,2026-01,Ene,3444,2451,994,1420,0,0.0,703,0
CLI053,2026-02,Feb,3523,2484,1039,1544,0,0.0,703,0
CLI053,2026-03,Mar,3491,2791,700,1627,0,0.0,690,1
CLI053,2026-04,Abr,3436,2467,969,1742,0,0.0,692,0
CLI053,2026-05,May,3528,2502,1026,1864,0,0.0,695,0
CLI053,2026-06,Jun,3472,2425,1046,1988,0,0.0,693,0
CLI053,2026-07,Jul,3549,2751,798,2082,0,0.0,690,0
CLI053,2026-08,Ago,3533,2576,957,2196,0,0.0,690,0
CLI054,2026-01,Ene,14284,10558,3726,2003,5959,53.0,551,0
CLI054,2026-02,Feb,14551,10491,4060,2143,5728,51.0,548,0
CLI054,2026-03,Mar,14273,10788,3485,2262,6031,53.6,546,0
CLI054,2026-04,Abr,15053,11264,3789,2392,5990,53.3,545,0
CLI054,2026-05,May,14304,11157,3147,2500,6217,55.3,547,0
CLI054,2026-06,Jun,14687,11203,3485,2620,6156,54.8,550,0
CLI054,2026-07,Jul,14956,10672,4284,2767,6141,54.6,548,0
CLI054,2026-08,Ago,14647,10416,4231,2912,6251,55.6,549,0
CLI055,2026-01,Ene,24523,19825,4698,8568,0,0.0,502,0
CLI055,2026-02,Feb,25126,22669,2457,8753,0,0.0,508,0
CLI055,2026-03,Mar,24032,20482,3550,9020,0,0.0,511,0
CLI055,2026-04,Abr,23820,22695,1124,9105,0,0.0,512,0
CLI055,2026-05,May,24721,20443,4277,9426,0,0.0,518,0
CLI055,2026-06,Jun,24005,20573,3432,9684,0,0.0,521,0
CLI055,2026-07,Jul,24483,20425,4058,9990,0,0.0,526,0
CLI055,2026-08,Ago,24490,21691,2799,10200,0,0.0,526,0
CLI056,2026-01,Ene,2625,1913,713,544,5388,59.8,537,0
CLI056,2026-02,Feb,2551,1735,816,587,5735,63.6,539,0
CLI056,2026-03,Mar,2607,1876,731,625,6342,70.3,542,0
CLI056,2026-04,Abr,2546,2026,520,653,6728,74.6,544,0
CLI056,2026-05,May,2608,1921,688,689,6783,75.2,542,0
CLI056,2026-06,Jun,2610,1764,846,734,7154,79.4,546,0
CLI056,2026-07,Jul,2557,1991,566,764,7301,81.0,547,0
CLI056,2026-08,Ago,2609,1869,740,803,7843,87.0,549,0
CLI057,2026-01,Ene,38325,33231,5094,6438,20849,46.7,643,0
CLI057,2026-02,Feb,38033,33489,4544,6650,20488,45.8,646,0
CLI057,2026-03,Mar,38190,34543,3647,6820,19862,44.4,649,0
CLI057,2026-04,Abr,37475,33515,3960,7004,19807,44.3,651,0
CLI057,2026-05,May,37368,31866,5502,7261,19142,42.8,654,0
CLI057,2026-06,Jun,37445,32392,5053,7496,18846,42.2,659,0
CLI057,2026-07,Jul,38357,35665,2692,7621,18262,40.9,665,0
CLI057,2026-08,Ago,38175,32798,5377,7872,18189,40.7,666,0
CLI058,2026-01,Ene,33874,31266,2608,22488,0,0.0,704,0
CLI058,2026-02,Feb,34301,32935,1366,22888,0,0.0,706,0
CLI058,2026-03,Mar,33424,33644,-220,22888,0,0.0,708,0
CLI058,2026-04,Abr,33871,29959,3912,24031,0,0.0,714,0
CLI058,2026-05,May,33952,31613,2339,24714,0,0.0,716,0
CLI058,2026-06,Jun,34543,29040,5504,26322,0,0.0,718,0
CLI058,2026-07,Jul,33745,33038,707,26529,0,0.0,719,0
CLI058,2026-08,Ago,33743,30942,2801,27347,0,0.0,720,0
CLI059,2026-01,Ene,4812,2515,2296,1362,4893,56.1,550,0
CLI059,2026-02,Feb,4698,2938,1760,1517,5090,58.4,552,0
CLI059,2026-03,Mar,4799,2632,2167,1708,5398,61.9,555,0
CLI059,2026-04,Abr,4623,2961,1662,1855,5874,67.4,557,0
CLI059,2026-05,May,4716,2659,2057,2037,6405,73.5,559,0
CLI059,2026-06,Jun,4614,2825,1789,2195,6614,75.9,561,0
CLI059,2026-07,Jul,4661,2884,1776,2352,6566,75.3,561,0
CLI059,2026-08,Ago,4748,2750,1998,2528,7313,83.9,561,0
CLI060,2026-01,Ene,1326,1266,60,1942,0,0.0,687,0
CLI060,2026-02,Feb,1338,1087,251,2021,0,0.0,689,0
CLI060,2026-03,Mar,1306,1162,143,2065,0,0.0,690,0
CLI060,2026-04,Abr,1317,1190,127,2105,0,0.0,691,0
CLI060,2026-05,May,1320,1091,228,2176,0,0.0,695,0
CLI060,2026-06,Jun,1338,1301,37,2188,0,0.0,696,0
CLI060,2026-07,Jul,1339,1239,101,2219,0,0.0,702,0
CLI060,2026-08,Ago,1302,1194,108,2253,0,0.0,708,0
CLI061,2026-01,Ene,35334,17376,17958,4561,16396,53.0,539,0
CLI061,2026-02,Feb,33525,17723,15802,5141,16708,54.0,541,0
CLI061,2026-03,Mar,34033,17908,16126,5732,15876,51.4,542,0
CLI061,2026-04,Abr,34432,19229,15203,6289,15237,49.3,545,0
CLI061,2026-05,May,34099,18066,16033,6877,15528,50.2,552,0
CLI061,2026-06,Jun,33498,18955,14543,7411,15178,49.1,558,0
CLI061,2026-07,Jul,34024,18329,15695,7986,15257,49.4,558,0
CLI061,2026-08,Ago,34332,18882,15450,8553,14839,48.0,561,0
CLI062,2026-01,Ene,13488,9666,3822,8590,19795,59.0,578,0
CLI062,2026-02,Feb,13806,9596,4210,9194,20174,60.1,579,0
CLI062,2026-03,Mar,13759,10891,2868,9605,20375,60.7,575,0
CLI062,2026-04,Abr,13640,11081,2559,9972,20638,61.5,573,0
CLI062,2026-05,May,13749,10205,3544,10481,21647,64.5,570,0
CLI062,2026-06,Jun,14093,10866,3227,10943,21211,63.2,567,0
CLI062,2026-07,Jul,13552,9815,3737,11479,22109,65.9,567,0
CLI062,2026-08,Ago,13685,10312,3373,11963,23187,69.1,569,0
CLI063,2026-01,Ene,6295,3573,2723,2881,0,0.0,647,0
CLI063,2026-02,Feb,5984,3393,2591,3270,0,0.0,650,0
CLI063,2026-03,Mar,5984,3606,2378,3627,0,0.0,651,0
CLI063,2026-04,Abr,6036,3481,2555,4011,0,0.0,655,0
CLI063,2026-05,May,6054,3938,2116,4328,0,0.0,655,0
CLI063,2026-06,Jun,6184,3719,2465,4698,0,0.0,662,0
CLI063,2026-07,Jul,6146,3676,2470,5069,0,0.0,669,0
CLI063,2026-08,Ago,6144,3702,2442,5436,0,0.0,672,0
CLI064,2026-01,Ene,252426,179367,73059,182972,109742,46.2,749,0
CLI064,2026-02,Feb,255464,200589,54875,200282,116422,49.0,749,0
CLI064,2026-03,Mar,248022,183207,64815,220728,111702,47.0,753,0
CLI064,2026-04,Abr,249446,181149,68297,242273,109267,46.0,756,0
CLI064,2026-05,May,247073,208618,38455,254403,107024,45.1,759,0
CLI064,2026-06,Jun,256065,183536,72529,277282,105898,44.6,744,1
CLI064,2026-07,Jul,255868,198784,57083,295289,102639,43.2,743,0
CLI064,2026-08,Ago,254354,194831,59523,314066,97352,41.0,743,0
CLI065,2026-01,Ene,38727,38999,-272,5177,30107,59.1,547,0
CLI065,2026-02,Feb,38205,37497,707,5223,30783,60.5,545,0
CLI065,2026-03,Mar,37636,36969,667,5266,29893,58.7,549,0
CLI065,2026-04,Abr,38975,33649,5326,5608,29956,58.8,553,0
CLI065,2026-05,May,37399,33917,3482,5832,30854,60.6,552,0
CLI065,2026-06,Jun,38876,35172,3705,6070,29662,58.3,554,0
CLI065,2026-07,Jul,38646,38492,154,6080,29269,57.5,555,0
CLI065,2026-08,Ago,38265,35999,2266,6226,28712,56.4,553,0
CLI066,2026-01,Ene,284276,200027,84248,108844,0,0.0,729,0
CLI066,2026-02,Feb,285261,185778,99483,121366,0,0.0,731,0
CLI066,2026-03,Mar,290396,201870,88526,132509,0,0.0,716,1
CLI066,2026-04,Abr,290417,206202,84215,143109,0,0.0,717,0
CLI066,2026-05,May,289223,189288,99936,155688,0,0.0,721,0
CLI066,2026-06,Jun,283185,183971,99213,168176,0,0.0,722,0
CLI066,2026-07,Jul,297240,186862,110378,182070,0,0.0,722,0
CLI066,2026-08,Ago,291720,193728,97992,194404,0,0.0,722,0
CLI067,2026-01,Ene,12755,9156,3599,1425,0,0.0,720,0
CLI067,2026-02,Feb,12788,10770,2017,1523,0,0.0,724,0
CLI067,2026-03,Mar,13335,9958,3377,1687,0,0.0,728,0
CLI067,2026-04,Abr,13124,9852,3272,1845,0,0.0,735,0
CLI067,2026-05,May,13404,9807,3596,2019,0,0.0,737,0
CLI067,2026-06,Jun,12888,9565,3323,2180,0,0.0,740,0
CLI067,2026-07,Jul,13364,10157,3207,2335,0,0.0,746,0
CLI067,2026-08,Ago,13102,9905,3197,2490,0,0.0,752,0
CLI068,2026-01,Ene,99079,60539,38540,26045,35191,61.4,675,0
CLI068,2026-02,Feb,96899,63802,33098,29357,35953,62.7,673,0
CLI068,2026-03,Mar,97740,62628,35112,32871,37890,66.1,672,0
CLI068,2026-04,Abr,98471,58456,40015,36875,36591,63.8,673,0
CLI068,2026-05,May,96993,63503,33490,40227,34529,60.2,673,0
CLI068,2026-06,Jun,98068,60975,37093,43939,33219,58.0,664,1
CLI068,2026-07,Jul,95687,64292,31395,47080,33173,57.9,666,0
CLI068,2026-08,Ago,97086,62925,34161,50499,31928,55.7,664,0
CLI069,2026-01,Ene,256598,212181,44417,58798,115058,23.0,693,0
CLI069,2026-02,Feb,247803,207441,40362,60641,108582,21.7,693,0
CLI069,2026-03,Mar,256558,200462,56096,63203,102182,20.4,692,0
CLI069,2026-04,Abr,245260,198896,46364,65320,104424,20.9,691,0
CLI069,2026-05,May,245419,201437,43981,67328,96932,19.4,695,0
CLI069,2026-06,Jun,253897,200709,53188,69757,95865,19.1,683,1
CLI069,2026-07,Jul,252282,198800,53481,72199,95809,19.1,687,0
CLI069,2026-08,Ago,250226,214476,35750,73832,90631,18.1,684,0
CLI070,2026-01,Ene,56808,34208,22600,27189,16523,38.6,566,0
CLI070,2026-02,Feb,58084,35252,22832,30566,16719,39.1,572,0
CLI070,2026-03,Mar,58604,33748,24856,34242,17385,40.6,575,0
CLI070,2026-04,Abr,58968,34373,24595,37879,16750,39.2,582,0
CLI070,2026-05,May,56891,34377,22514,41209,17657,41.3,583,0
CLI070,2026-06,Jun,58310,35927,22383,44520,18148,42.4,584,0
CLI070,2026-07,Jul,58539,35596,22943,47913,17701,41.4,591,0
CLI070,2026-08,Ago,57265,35080,22185,51194,18436,43.1,597,0
CLI071,2026-01,Ene,6757,4253,2504,1929,1662,45.2,723,0
CLI071,2026-02,Feb,6999,3907,3092,2140,1611,43.8,722,0
CLI071,2026-03,Mar,6827,3675,3152,2355,1696,46.2,707,1
CLI071,2026-04,Abr,6838,4199,2640,2534,1669,45.4,703,0
CLI071,2026-05,May,7051,3861,3190,2752,1686,45.9,703,0
CLI071,2026-06,Jun,6880,3861,3019,2957,1778,48.4,706,0
CLI071,2026-07,Jul,7114,3885,3229,3177,1790,48.7,708,0
CLI071,2026-08,Ago,6956,3919,3037,3384,1863,50.7,710,0
CLI072,2026-01,Ene,154000,122002,31999,46009,116840,87.5,543,0
CLI072,2026-02,Feb,155514,121568,33946,47734,113951,85.4,545,0
CLI072,2026-03,Mar,157973,135615,22358,48870,108569,81.3,542,0
CLI072,2026-04,Abr,158838,120051,38788,50841,102726,77.0,540,0
CLI072,2026-05,May,157384,121651,35732,52656,108307,81.1,544,0
CLI072,2026-06,Jun,153616,119255,34361,54402,111733,83.7,543,0
CLI072,2026-07,Jul,154388,130022,24366,55640,106530,79.8,544,0
CLI072,2026-08,Ago,154439,128007,26432,56983,104111,78.0,541,0
CLI073,2026-01,Ene,41912,25929,15984,10782,47562,68.4,761,0
CLI073,2026-02,Feb,43521,24937,18584,12202,44962,64.6,758,0
CLI073,2026-03,Mar,42162,23720,18442,13612,43386,62.4,760,0
CLI073,2026-04,Abr,44024,25182,18842,15053,44469,63.9,758,0
CLI073,2026-05,May,43648,25068,18579,16473,43873,63.1,758,0
CLI073,2026-06,Jun,43020,23688,19332,17951,41926,60.3,759,0
CLI073,2026-07,Jul,42738,24333,18406,19358,42515,61.1,763,0
CLI073,2026-08,Ago,42855,24719,18136,20744,45220,65.0,760,0
CLI074,2026-01,Ene,415,276,139,249,0,0.0,441,0
CLI074,2026-02,Feb,419,302,118,275,0,0.0,447,0
CLI074,2026-03,Mar,401,280,121,301,0,0.0,452,0
CLI074,2026-04,Abr,415,294,121,328,0,0.0,457,0
CLI074,2026-05,May,414,275,140,358,0,0.0,459,0
CLI074,2026-06,Jun,416,327,88,377,0,0.0,465,0
CLI074,2026-07,Jul,400,283,117,403,0,0.0,467,0
CLI074,2026-08,Ago,411,301,110,427,0,0.0,467,0
CLI075,2026-01,Ene,27637,17669,9969,3373,19349,71.3,522,0
CLI075,2026-02,Feb,27889,15971,11918,3820,18617,68.6,519,0
CLI075,2026-03,Mar,27791,16988,10803,4226,19794,72.9,521,0
CLI075,2026-04,Abr,28543,16892,11651,4663,19499,71.8,518,0
CLI075,2026-05,May,27609,16044,11565,5096,19626,72.3,515,0
CLI075,2026-06,Jun,27873,17844,10029,5472,18954,69.8,514,0
CLI075,2026-07,Jul,27112,15969,11143,5890,17888,65.9,513,0
CLI075,2026-08,Ago,27775,17334,10441,6282,17914,66.0,516,0
CLI076,2026-01,Ene,222803,162661,60142,59138,0,0.0,691,0
CLI076,2026-02,Feb,218010,156684,61326,61861,0,0.0,682,0
CLI076,2026-03,Mar,214951,156470,58481,64458,0,0.0,679,0
CLI076,2026-04,Abr,218831,152490,66341,67404,0,0.0,679,0
CLI076,2026-05,May,223638,152746,70892,70552,0,0.0,675,0
CLI076,2026-06,Jun,223029,170981,52048,72864,0,0.0,657,1
CLI076,2026-07,Jul,214997,165177,49820,75076,0,0.0,650,0
CLI076,2026-08,Ago,218368,163604,54764,77508,0,0.0,638,1
CLI077,2026-01,Ene,17239,9406,7833,7260,3539,29.9,705,0
CLI077,2026-02,Feb,16897,10840,6057,7815,3505,29.6,709,0
CLI077,2026-03,Mar,17371,10640,6731,8432,3409,28.8,696,1
CLI077,2026-04,Abr,17191,9861,7330,9105,3339,28.2,698,0
CLI077,2026-05,May,17272,11167,6105,9665,3388,28.6,700,0
CLI077,2026-06,Jun,17345,10386,6959,10303,3588,30.3,701,0
CLI077,2026-07,Jul,16939,10351,6588,10907,3757,31.8,699,0
CLI077,2026-08,Ago,17154,10295,6859,11536,3632,30.7,695,0
CLI078,2026-01,Ene,22249,17901,4348,1491,14770,37.5,780,0
CLI078,2026-02,Feb,21586,19083,2502,1556,14366,36.5,764,1
CLI078,2026-03,Mar,22505,18179,4326,1669,14539,36.9,761,0
CLI078,2026-04,Abr,21807,16809,4997,1798,14720,37.4,760,0
CLI078,2026-05,May,22216,19405,2811,1872,15107,38.4,764,0
CLI078,2026-06,Jun,21527,18841,2686,1941,14346,36.5,762,0
CLI078,2026-07,Jul,22679,16747,5932,2096,14811,37.6,763,0
CLI078,2026-08,Ago,22063,17976,4087,2202,14246,36.2,766,0
CLI079,2026-01,Ene,430659,272875,157784,472204,23086,11.4,783,0
CLI079,2026-02,Feb,435278,253603,181675,531310,24026,11.9,781,0
CLI079,2026-03,Mar,420109,256530,163579,584529,24273,12.0,779,0
CLI079,2026-04,Abr,417720,280281,137440,629244,22475,11.1,782,0
CLI079,2026-05,May,431573,280378,151194,678434,21854,10.8,779,0
CLI079,2026-06,Jun,433403,275323,158080,729864,21050,10.4,764,1
CLI079,2026-07,Jul,424459,270716,153743,779882,20131,10.0,763,0
CLI079,2026-08,Ago,427485,270617,156868,830918,20006,9.9,766,0
CLI080,2026-01,Ene,8165,6117,2048,3087,4404,56.4,706,0
CLI080,2026-02,Feb,8123,6436,1687,3306,4179,53.6,709,0
CLI080,2026-03,Mar,8298,6719,1579,3512,4264,54.6,710,0
CLI080,2026-04,Abr,8369,6911,1458,3702,4074,52.2,697,1
CLI080,2026-05,May,8430,6340,2090,3974,3986,51.1,698,0
CLI080,2026-06,Jun,8155,7017,1138,4122,3777,48.4,697,0
CLI080,2026-07,Jul,8236,7004,1232,4283,3671,47.0,696,0
CLI080,2026-08,Ago,8210,6527,1683,4502,3745,48.0,699,0
CLI081,2026-01,Ene,19470,17041,2429,6130,0,0.0,737,0
CLI081,2026-02,Feb,19378,18211,1167,6209,0,0.0,743,0
CLI081,2026-03,Mar,20014,17622,2392,6372,0,0.0,750,0
CLI081,2026-04,Abr,19552,16899,2653,6552,0,0.0,753,0
CLI081,2026-05,May,19686,18453,1234,6636,0,0.0,759,0
CLI081,2026-06,Jun,20011,17421,2589,6812,0,0.0,764,0
CLI081,2026-07,Jul,20486,19411,1076,6885,0,0.0,764,0
CLI081,2026-08,Ago,19908,18236,1672,6999,0,0.0,767,0
CLI082,2026-01,Ene,407919,267033,140886,106523,0,0.0,700,0
CLI082,2026-02,Feb,400465,253715,146750,116916,0,0.0,706,0
CLI082,2026-03,Mar,404476,241914,162561,128428,0,0.0,712,0
CLI082,2026-04,Abr,417588,236323,181265,141266,0,0.0,714,0
CLI082,2026-05,May,416434,267282,149152,151829,0,0.0,717,0
CLI082,2026-06,Jun,415615,247639,167976,163725,0,0.0,720,0
CLI082,2026-07,Jul,402688,253394,149294,174298,0,0.0,724,0
CLI082,2026-08,Ago,411628,258058,153570,185174,0,0.0,725,0
CLI083,2026-01,Ene,22634,14794,7839,6915,0,0.0,459,0
CLI083,2026-02,Feb,21970,14690,7280,7582,0,0.0,460,0
CLI083,2026-03,Mar,22968,14957,8011,8316,0,0.0,463,0
CLI083,2026-04,Abr,22859,14489,8370,9083,0,0.0,465,0
CLI083,2026-05,May,21907,14280,7627,9782,0,0.0,470,0
CLI083,2026-06,Jun,22082,14884,7198,10441,0,0.0,474,0
CLI083,2026-07,Jul,22413,13535,8879,11254,0,0.0,474,0
CLI083,2026-08,Ago,22384,14319,8065,11993,0,0.0,481,0
CLI084,2026-01,Ene,33459,21332,12127,3991,0,0.0,496,0
CLI084,2026-02,Feb,34402,20191,14211,4341,0,0.0,498,0
CLI084,2026-03,Mar,34239,21887,12352,4646,0,0.0,501,0
CLI084,2026-04,Abr,34476,19555,14921,5014,0,0.0,505,0
CLI084,2026-05,May,32998,21206,11792,5305,0,0.0,510,0
CLI084,2026-06,Jun,32645,21894,10751,5570,0,0.0,512,0
CLI084,2026-07,Jul,32954,19545,13408,5901,0,0.0,517,0
CLI084,2026-08,Ago,33569,21060,12509,6209,0,0.0,520,0
CLI085,2026-01,Ene,53826,33408,20417,7324,0,0.0,728,0
CLI085,2026-02,Feb,56562,33156,23406,8059,0,0.0,734,0
CLI085,2026-03,Mar,54000,39148,14852,8525,0,0.0,735,0
CLI085,2026-04,Abr,54481,33803,20678,9174,0,0.0,737,0
CLI085,2026-05,May,54452,37079,17373,9720,0,0.0,739,0
CLI085,2026-06,Jun,53683,35353,18330,10296,0,0.0,745,0
CLI085,2026-07,Jul,54001,38003,15998,10798,0,0.0,750,0
CLI085,2026-08,Ago,55337,36036,19301,11404,0,0.0,751,0
CLI086,2026-01,Ene,48422,46682,1740,6120,10701,14.8,751,0
CLI086,2026-02,Feb,47814,47487,327,6126,10718,14.9,752,0
CLI086,2026-03,Mar,49187,41790,7397,6248,10013,13.9,756,0
CLI086,2026-04,Abr,49194,44056,5137,6333,10122,14.0,755,0
CLI086,2026-05,May,47466,44173,3293,6388,9982,13.8,746,1
CLI086,2026-06,Jun,47630,46096,1535,6413,9663,13.4,746,0
CLI086,2026-07,Jul,48626,48625,0,6413,9577,13.3,744,0
CLI086,2026-08,Ago,47953,44889,3064,6464,9090,12.6,740,0
CLI087,2026-01,Ene,99130,63301,35829,61738,0,0.0,716,0
CLI087,2026-02,Feb,95594,66930,28664,67524,0,0.0,712,0
CLI087,2026-03,Mar,100368,61318,39050,75408,0,0.0,710,0
CLI087,2026-04,Abr,98871,70153,28719,81205,0,0.0,707,0
CLI087,2026-05,May,98850,70596,28254,86909,0,0.0,704,0
CLI087,2026-06,Jun,95033,61599,33434,93659,0,0.0,689,1
CLI087,2026-07,Jul,95770,63081,32690,100258,0,0.0,683,0
CLI087,2026-08,Ago,97938,66738,31200,106557,0,0.0,664,1
CLI088,2026-01,Ene,22465,18299,4166,2800,0,0.0,593,0
CLI088,2026-02,Feb,21790,17841,3949,2916,0,0.0,595,0
CLI088,2026-03,Mar,21454,16369,5085,3066,0,0.0,595,0
CLI088,2026-04,Abr,21505,16746,4759,3205,0,0.0,600,0
CLI088,2026-05,May,21782,17764,4018,3323,0,0.0,602,0
CLI088,2026-06,Jun,21424,17946,3478,3425,0,0.0,604,0
CLI088,2026-07,Jul,21502,17627,3875,3539,0,0.0,605,0
CLI088,2026-08,Ago,21942,17207,4735,3678,0,0.0,607,0
CLI089,2026-01,Ene,17522,13313,4209,2983,0,0.0,602,0
CLI089,2026-02,Feb,16987,14230,2757,3176,0,0.0,605,0
CLI089,2026-03,Mar,17536,13925,3612,3429,0,0.0,601,0
CLI089,2026-04,Abr,17142,13408,3734,3690,0,0.0,602,0
CLI089,2026-05,May,17152,13339,3813,3957,0,0.0,601,0
CLI089,2026-06,Jun,17846,12846,4999,4307,0,0.0,598,0
CLI089,2026-07,Jul,17756,13487,4269,4606,0,0.0,588,1
CLI089,2026-08,Ago,17386,13627,3759,4869,0,0.0,586,0
CLI090,2026-01,Ene,27270,21911,5359,6724,21771,42.8,768,0
CLI090,2026-02,Feb,27626,19265,8362,7165,21479,42.2,771,0
CLI090,2026-03,Mar,27336,19725,7611,7566,21345,42.0,775,0
CLI090,2026-04,Abr,28450,19477,8973,8040,21045,41.4,780,0
CLI090,2026-05,May,28544,18399,10145,8575,22309,43.8,784,0
CLI090,2026-06,Jun,27689,20924,6765,8932,21359,42.0,790,0
CLI090,2026-07,Jul,27239,21745,5494,9222,21616,42.5,796,0
CLI090,2026-08,Ago,27806,20106,7700,9628,22488,44.2,798,0
CLI091,2026-01,Ene,60395,50490,9904,26030,0,0.0,634,0
CLI091,2026-02,Feb,62758,45602,17156,27567,0,0.0,635,0
CLI091,2026-03,Mar,62368,52272,10096,28472,0,0.0,641,0
CLI091,2026-04,Abr,60198,48391,11808,29530,0,0.0,646,0
CLI091,2026-05,May,60170,52794,7376,30191,0,0.0,647,0
CLI091,2026-06,Jun,60059,47170,12889,31346,0,0.0,648,0
CLI091,2026-07,Jul,59488,45238,14251,32623,0,0.0,648,0
CLI091,2026-08,Ago,61178,48955,12223,33718,0,0.0,653,0
CLI092,2026-01,Ene,12027,11132,895,986,11961,68.1,746,0
CLI092,2026-02,Feb,12162,10398,1764,1019,12180,69.4,741,0
CLI092,2026-03,Mar,11841,10611,1230,1042,12098,68.9,738,0
CLI092,2026-04,Abr,12318,11700,618,1054,13444,76.6,736,0
CLI092,2026-05,May,12222,10133,2088,1094,14900,84.8,727,0
CLI092,2026-06,Jun,11971,9858,2113,1134,15856,90.3,727,0
CLI092,2026-07,Jul,12412,10226,2185,1175,15764,89.8,709,1
CLI092,2026-08,Ago,12108,10738,1370,1201,16525,94.1,689,1
CLI093,2026-01,Ene,21155,15788,5367,2388,9502,30.2,545,0
CLI093,2026-02,Feb,21685,15234,6452,2560,9032,28.7,549,0
CLI093,2026-03,Mar,20946,15389,5558,2708,8427,26.8,553,0
CLI093,2026-04,Abr,20973,17604,3369,2797,8062,25.6,554,0
CLI093,2026-05,May,21752,16527,5225,2936,7765,24.7,558,0
CLI093,2026-06,Jun,21152,16484,4667,3060,7712,24.5,558,0
CLI093,2026-07,Jul,21446,16974,4472,3179,7800,24.8,558,0
CLI093,2026-08,Ago,21173,16291,4882,3309,7867,25.0,560,0
CLI094,2026-01,Ene,13152,9956,3196,2912,9304,59.5,587,0
CLI094,2026-02,Feb,13016,10144,2872,3164,9754,62.4,587,0
CLI094,2026-03,Mar,13041,9889,3152,3440,10195,65.2,590,0
CLI094,2026-04,Abr,13272,9466,3806,3773,10637,68.0,591,0
CLI094,2026-05,May,13574,10460,3114,4046,11051,70.7,590,0
CLI094,2026-06,Jun,13626,10683,2943,4303,11188,71.5,589,0
CLI094,2026-07,Jul,13110,9794,3316,4594,11597,74.1,587,0
CLI094,2026-08,Ago,13280,10032,3248,4878,11043,70.6,586,0
CLI095,2026-01,Ene,49685,46103,3583,25380,0,0.0,535,0
CLI095,2026-02,Feb,50401,46422,3979,25883,0,0.0,541,0
CLI095,2026-03,Mar,49838,44459,5380,26564,0,0.0,544,0
CLI095,2026-04,Abr,48871,43448,5423,27250,0,0.0,545,0
CLI095,2026-05,May,48807,44099,4708,27846,0,0.0,550,0
CLI095,2026-06,Jun,50597,46283,4314,28391,0,0.0,553,0
CLI095,2026-07,Jul,48116,44230,3886,28883,0,0.0,554,0
CLI095,2026-08,Ago,49226,45440,3786,29362,0,0.0,556,0
CLI096,2026-01,Ene,33012,29192,3820,24612,0,0.0,729,0
CLI096,2026-02,Feb,32312,30577,1735,24949,0,0.0,731,0
CLI096,2026-03,Mar,33487,30055,3432,25616,0,0.0,729,0
CLI096,2026-04,Abr,33761,32446,1315,25871,0,0.0,728,0
CLI096,2026-05,May,33486,30648,2838,26423,0,0.0,728,0
