cliente_id,tipo_cliente,edad,sexo,estado_civil,numero_dependientes,nivel_educativo,estado_residencia,tipo_localidad,situacion_laboral,sector_actividad,antiguedad_laboral_o_negocio_anios,ingreso_mensual_mxn,ventas_mensuales_mxn,gastos_mensuales_mxn,capacidad_ahorro_mensual_mxn,antiguedad_cliente_anios,numero_productos_bancarios,tiene_cuenta_debito,tiene_tarjeta_credito,tiene_credito_personal,tiene_credito_automotriz,tiene_credito_hipotecario,tiene_credito_empresarial,tiene_inversiones,saldo_promedio_cuenta_mxn,saldo_tarjeta_credito_mxn,limite_credito_mxn,tiene_historial_crediticio,antiguedad_historial_crediticio_anios,score_crediticio,clasificacion_crediticia,creditos_activos,creditos_liquidados,pagos_atrasados_ultimos_12_meses,atraso_maximo_dias,tiene_creditos_vencidos,saldo_total_deuda_mxn,porcentaje_utilizacion_credito,consultas_crediticias_ultimos_12_meses,reestructuracion_deuda_previa,incumplimiento_crediticio_previo,nivel_riesgo_crediticio,transacciones_mensuales,gasto_mensual_tarjeta_mxn,porcentaje_uso_limite_credito,meses_con_saldo_vencido,nivel_ahorro,perfil_financiero,nivel_endeudamiento,usa_app_movil,sesiones_app_por_mes,transferencias_digitales_mes,pagos_servicios_app_mes,retiros_cajero_mes,visitas_sucursal_mes,canal_preferido,nivel_experiencia_digital,contactos_soporte_ultimos_6_meses,problema_mas_frecuente,satisfaccion_cliente,nps,considera_cambiar_banco,principal_objetivo_financiero,producto_interes,prefiere_atencion_personalizada
CLI058,Persona Física,22,Otro/Prefiere no decir,Soltero,1,Secundaria,Ciudad de México,Suburbana,Empleado,Servicios,3,33743,No aplica,30942,2801,1,3,Sí,No,Sí,No,No,No,Sí,27347,0,0,Sí,4,720,Buena,0,0,0,0,No,0,0.0,2,No,No,Bajo,14,0,0.0,0,Medio,Moderado,Bajo,No,0,0,0,4,1,Cajero,Alto,0,Ninguno,6,7,Sí,Emprender,Tarjeta de crédito,Sí
CLI059,Persona Física,18,Femenino,Soltero,0,Preparatoria,Ciudad de México,Suburbana,Estudiante,Logística,0,4748,No aplica,2750,1998,1,3,Sí,Sí,No,No,No,No,Sí,2528,7313,8714,No,0,561,Regular,0,0,0,0,No,7313,83.9,1,No,No,Alto,19,3698,83.9,0,Alto,Dinámico,Alto,Sí,22,7,4,2,1,App móvil,Alto,5,Tarjeta,3,4,No,Crear fondo de emergencia,Crédito personal,No
CLI060,Persona Física,18,Femenino,Soltero,1,Secundaria,Michoacán,Urbana,Estudiante,Gobierno,0,1302,No aplica,1194,108,0,1,Sí,No,No,No,No,No,No,2253,0,0,Sí,1,708,Buena,0,0,0,0,No,0,0.0,2,No,No,Bajo,18,0,0.0,0,Medio,Moderado,Bajo,Sí,13,9,3,2,2,Cajero,Alto,3,App,7,7,No,Ahorrar,Tarjeta de crédito,No
CLI061,Persona Física,55,Femenino,Casado,1,Posgrado,Yucatán,Urbana,Empleado,Alimentos,0,34332,No aplica,18882,15450,2,3,Sí,Sí,Sí,No,No,No,No,8553,14839,30896,No,0,561,Regular,0,0,0,0,No,14839,48.0,1,No,No,Alto,14,17241,48.0,1,Alto,Conservador,Medio,Sí,8,8,2,2,1,Web,Medio,1,Tarjeta,6,4,Sí,Comprar automóvil,Cuenta de ahorro,Sí
CLI062,Persona Física,55,Masculino,Soltero,1,Universidad,Sonora,Suburbana,Empleado,Gobierno,4,13685,No aplica,10312,3373,2,2,Sí,Sí,No,No,No,No,No,11963,23187,33569,No,0,569,Regular,0,0,0,0,No,23187,69.1,0,No,No,Medio,23,18458,69.1,0,Medio,Dinámico,Medio,Sí,17,5,1,3,2,App móvil,Medio,1,Transferencias,8,10,No,Comprar vivienda,Ninguno,No
CLI063,Persona Física,41,Femenino,Casado,1,Preparatoria,Sonora,Suburbana,Empleado,Comercio,10,6144,No aplica,3702,2442,8,1,Sí,No,No,No,No,No,No,5436,0,0,Sí,2,672,Buena,0,2,0,0,Sí,0,0.0,2,No,No,Bajo,16,0,0.0,3,Alto,Conservador,Bajo,Sí,15,4,6,0,0,Cajero,Alto,0,Ninguno,6,6,No,Comprar vivienda,Tarjeta de crédito,Sí
CLI064,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Durango,Suburbana,Empresario,Logística,2,No aplica,254354,194831,59523,1,4,Sí,Sí,No,No,No,Sí,Sí,314066,97352,237628,Sí,7,743,Buena,1,1,1,15,No,122516,41.0,1,No,No,Bajo,43,37619,41.0,1,Medio,Moderado,Medio,Sí,12,6,4,3,0,Web,Medio,1,Acceso a cuenta,7,8,No,Expandir negocio,Cuenta de ahorro,Sí
CLI065,Persona Física,39,Femenino,Soltero,0,Posgrado,Guanajuato,Urbana,Empleado,Salud,11,38265,No aplica,35999,2266,0,3,Sí,Sí,No,No,Sí,No,No,6226,28712,50927,No,0,553,Regular,0,0,0,0,No,28712,56.4,0,No,No,Medio,19,14418,56.4,0,Bajo,Moderado,Medio,Sí,6,3,2,0,0,Cajero,Alto,2,Aclaraciones,7,8,No,Crear fondo de emergencia,Ninguno,No
CLI066,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Ciudad de México,Suburbana,Empresario,Manufactura,15,No aplica,291720,193728,97992,4,3,Sí,No,No,No,No,Sí,Sí,194404,0,0,Sí,8,722,Buena,2,2,2,90,No,37642,0.0,4,Sí,No,Bajo,28,0,0.0,0,Alto,Conservador,Bajo,Sí,10,2,4,1,0,App móvil,Bajo,0,Ninguno,5,6,No,Pagar deudas,Crédito empresarial,No
CLI067,Persona Física,45,Femenino,Soltero,2,Universidad,Guanajuato,Urbana,Empleado,Servicios,2,13102,No aplica,9905,3197,3,1,Sí,No,No,No,No,No,No,2490,0,0,Sí,3,752,Excelente,2,2,0,0,No,43231,0.0,4,No,No,Bajo,23,0,0.0,1,Medio,Dinámico,Alto,Sí,14,5,1,0,1,App móvil,Alto,1,Transferencias,3,2,No,Comprar automóvil,Ninguno,Sí
CLI068,Persona Física,22,Masculino,Soltero,0,Posgrado,Chiapas,Suburbana,Empleado,Salud,2,97086,No aplica,62925,34161,0,2,Sí,Sí,No,No,No,No,No,50499,31928,57341,Sí,2,664,Buena,1,0,2,90,No,39264,55.7,2,No,No,Medio,13,15105,55.7,0,Alto,Conservador,Medio,Sí,20,4,5,5,0,App móvil,Alto,2,Tarjeta,7,6,No,Viajar,Hipoteca,Sí
CLI069,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Ciudad de México,Urbana,Empresario,Educación,5,No aplica,250226,214476,35750,5,2,Sí,Sí,No,No,No,No,No,73832,90631,500000,Sí,5,684,Buena,1,2,1,15,No,117929,18.1,3,No,No,Bajo,43,76461,18.1,1,Medio,Moderado,Bajo,No,0,1,2,3,3,Cajero,Medio,0,Ninguno,4,4,Sí,Ahorrar,Cuenta de ahorro,Sí
CLI070,Persona Física,46,Masculino,Casado,3,Universidad,Ciudad de México,Urbana,Empleado,Alimentos,13,57265,No aplica,35080,22185,3,2,Sí,Sí,No,No,No,No,No,51194,18436,42733,No,0,597,Regular,0,0,0,0,No,18436,43.1,0,No,No,Medio,14,22771,43.1,0,Alto,Moderado,Medio,Sí,15,7,3,1,2,App móvil,Medio,0,Ninguno,7,6,No,Emprender,Ninguno,Sí
CLI071,Persona Física,26,Otro/Prefiere no decir,Casado,0,Universidad,Sonora,Suburbana,Independiente,Manufactura,2,6956,No aplica,3919,3037,8,2,Sí,Sí,No,No,No,No,No,3384,1863,3671,Sí,1,710,Buena,2,2,1,60,No,9522,50.7,2,No,No,Bajo,22,1182,50.7,0,Alto,Moderado,Medio,Sí,11,9,7,3,0,App móvil,Alto,5,Aclaraciones,5,5,Sí,Emprender,Hipoteca,No
CLI072,Persona Física,31,Masculino,Divorciado,1,Posgrado,Querétaro,Suburbana,Empresario,Manufactura,3,154439,No aplica,128007,26432,4,3,Sí,Sí,No,No,No,No,Sí,56983,104111,133527,No,0,541,Baja,0,0,0,0,No,104111,78.0,1,No,No,Alto,19,81583,78.0,2,Medio,Dinámico,Alto,Sí,13,7,2,4,2,App móvil,Medio,4,Créditos,5,6,No,Pagar deudas,Cuenta de ahorro,No
CLI073,Persona Física,40,Masculino,Unión libre,1,Posgrado,Veracruz,Urbana,Independiente,Educación,2,42855,No aplica,24719,18136,15,3,Sí,Sí,Sí,No,No,No,No,20744,45220,69608,Sí,15,760,Excelente,1,3,0,0,No,60291,65.0,0,No,No,Bajo,14,20259,65.0,0,Alto,Moderado,Medio,Sí,14,5,2,2,1,Web,Alto,0,Ninguno,6,4,Sí,Comprar vivienda,Hipoteca,No
CLI074,Persona Física,51,Masculino,Soltero,0,Universidad,Morelos,Urbana,Desempleado,Salud,0,411,No aplica,301,110,1,1,Sí,No,No,No,No,No,No,427,0,0,No,0,467,Baja,0,0,0,0,No,0,0.0,1,No,No,Medio,23,0,0.0,0,Alto,Conservador,Bajo,Sí,15,6,5,0,1,Web,Medio,2,Créditos,5,6,Sí,Comprar automóvil,Inversión,No
CLI075,Persona Física,18,Masculino,Casado,1,Preparatoria,Michoacán,Urbana,Empleado,Tecnología,1,27775,No aplica,17334,10441,1,2,Sí,Sí,No,No,No,No,No,6282,17914,27130,No,0,516,Baja,0,0,0,0,No,17914,66.0,1,No,No,Medio,22,14108,66.0,0,Alto,Dinámico,Medio,Sí,12,0,7,2,0,App móvil,Medio,0,Ninguno,9,9,No,Comprar automóvil,Seguro,No
CLI076,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Chihuahua,Suburbana,Empresario,Manufactura,6,No aplica,218368,163604,54764,6,2,Sí,No,No,No,No,Sí,No,77508,0,0,Sí,4,638,Regular,1,0,3,15,No,21891,0.0,1,No,No,Medio,50,0,0.0,0,Alto,Conservador,Bajo,No,0,0,0,3,0,Sucursal,Alto,1,Aclaraciones,7,6,No,Expandir negocio,Seguro,No
CLI077,Persona Física,29,Masculino,Casado,2,Universidad,Chiapas,Suburbana,Empleado,Gobierno,8,17154,No aplica,10295,6859,6,2,Sí,Sí,No,No,No,No,No,11536,3632,11837,Sí,5,695,Buena,0,0,1,60,No,3632,30.7,3,No,No,Bajo,16,7941,30.7,1,Alto,Conservador,Bajo,Sí,11,6,3,3,0,App móvil,Medio,1,Aclaraciones,7,6,Sí,Comprar vivienda,Inversión,Sí
CLI078,Persona Física,44,Femenino,Viudo,1,Universidad,Yucatán,Suburbana,Independiente,Salud,4,22063,No aplica,17976,4087,6,2,Sí,Sí,No,No,No,No,No,2202,14246,39405,Sí,13,766,Excelente,0,5,2,60,No,14246,36.2,3,No,No,Bajo,21,12151,36.2,0,Medio,Dinámico,Medio,Sí,9,3,9,1,2,Sucursal,Alto,1,Créditos,9,10,No,Crear fondo de emergencia,Tarjeta de crédito,No
CLI079,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Estado de México,Urbana,Empresario,Logística,1,No aplica,427485,270617,156868,1,3,Sí,Sí,No,No,No,Sí,No,830918,20006,202617,Sí,15,766,Excelente,2,1,2,30,No,86948,9.9,2,No,No,Bajo,40,70795,9.9,1,Alto,Conservador,Bajo,Sí,7,7,3,3,0,App móvil,Medio,1,Acceso a cuenta,7,7,No,Invertir,Crédito empresarial,Sí
CLI080,Persona Física,64,Femenino,Soltero,0,Preparatoria,Nuevo León,Suburbana,Jubilado,Manufactura,3,8210,No aplica,6527,1683,11,1,No,Sí,No,No,No,No,No,4502,3745,7794,Sí,3,699,Buena,2,0,1,30,No,14933,48.0,1,No,No,Bajo,13,4715,48.0,0,Medio,Moderado,Medio,No,0,1,2,7,3,Web,Medio,1,Aclaraciones,8,9,No,Comprar automóvil,Seguro,No
CLI081,Persona Física,43,Femenino,Casado,2,Universidad,Estado de México,Urbana,Empleado,Manufactura,3,19908,No aplica,18236,1672,1,1,Sí,No,No,No,No,No,No,6999,0,0,Sí,5,767,Excelente,0,1,0,0,No,0,0.0,1,No,No,Medio,17,0,0.0,0,Medio,Dinámico,Bajo,Sí,13,5,5,1,0,App móvil,Medio,1,Aclaraciones,6,6,No,Ahorrar,Crédito personal,Sí
CLI082,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Estado de México,Urbana,Empresario,Construcción,5,No aplica,411628,258058,153570,2,2,Sí,No,No,Sí,No,No,No,185174,0,0,Sí,2,725,Buena,2,0,0,0,No,70262,0.0,0,No,No,Medio,38,0,0.0,0,Alto,Conservador,Bajo,Sí,11,2,2,3,0,Cajero,Alto,1,Tarjeta,6,6,No,Invertir,Inversión,Sí
CLI083,Persona Física,51,Femenino,Casado,1,Preparatoria,Puebla,Rural,Empleado,Alimentos,3,22384,No aplica,14319,8065,1,1,Sí,No,No,No,No,No,No,11993,0,0,No,0,481,Baja,0,0,0,0,No,0,0.0,2,No,No,Medio,14,0,0.0,0,Alto,Conservador,Bajo,No,0,1,0,2,3,Sucursal,Medio,0,Ninguno,6,5,Sí,Viajar,Crédito personal,No
CLI084,Persona Física,21,Masculino,Unión libre,2,Secundaria,Michoacán,Urbana,Empleado,Manufactura,0,33569,No aplica,21060,12509,3,2,Sí,No,No,No,No,No,Sí,6209,0,0,No,0,520,Baja,0,0,0,0,No,0,0.0,0,No,No,Medio,20,0,0.0,0,Alto,Moderado,Bajo,Sí,19,5,9,2,0,App móvil,Medio,2,Transferencias,5,5,Sí,Ahorrar,Ninguno,Sí
CLI085,Persona Física,46,Femenino,Casado,3,Universidad,Quintana Roo,Suburbana,Empresario,Servicios,10,55337,No aplica,36036,19301,8,2,Sí,No,Sí,No,No,No,No,11404,0,0,Sí,2,751,Excelente,3,1,0,0,No,34116,0.0,3,No,No,Bajo,14,0,0.0,1,Alto,Conservador,Bajo,Sí,4,4,4,0,0,App móvil,Medio,0,Ninguno,6,5,No,Crear fondo de emergencia,Hipoteca,Sí
CLI086,Persona Física,67,Masculino,Divorciado,0,Universidad,Sinaloa,Rural,Independiente,Servicios,1,47953,No aplica,44889,3064,0,3,Sí,Sí,No,No,No,No,Sí,6464,9090,72316,Sí,5,740,Buena,0,1,1,30,No,9090,12.6,2,No,No,Bajo,20,48470,12.6,0,Bajo,Moderado,Bajo,Sí,2,3,4,0,0,Cajero,Medio,3,Aclaraciones,9,8,No,Pagar deudas,Ninguno,No
CLI087,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Zacatecas,Suburbana,Empresario,Construcción,13,No aplica,97938,66738,31200,0,2,Sí,No,No,No,No,Sí,No,106557,0,0,Sí,5,664,Buena,0,1,3,120,No,0,0.0,2,No,No,Medio,41,0,0.0,1,Alto,Moderado,Bajo,Sí,13,5,3,4,1,Cajero,Medio,0,Ninguno,6,5,Sí,Capital de trabajo,Inversión,Sí
CLI088,Persona Física,18,Femenino,Soltero,1,Universidad,Puebla,Urbana,Empleado,Alimentos,1,21942,No aplica,17207,4735,1,3,Sí,No,Sí,No,No,No,Sí,3678,0,0,No,0,607,Regular,0,0,0,0,No,0,0.0,0,No,No,Medio,22,0,0.0,0,Medio,Moderado,Bajo,Sí,17,10,3,1,1,App móvil,Medio,1,Tarjeta,10,10,No,Comprar automóvil,Tarjeta de crédito,No
CLI089,Persona Física,32,Masculino,Casado,1,Universidad,Sinaloa,Urbana,Empleado,Gobierno,14,17386,No aplica,13627,3759,14,2,Sí,No,Sí,No,No,No,No,4869,0,0,Sí,3,586,Regular,1,2,1,30,Sí,17329,0.0,2,No,Sí,Medio,17,0,0.0,2,Medio,Moderado,Bajo,Sí,9,6,2,3,0,Web,Medio,2,Aclaraciones,8,9,Sí,Viajar,Seguro,No
CLI090,Persona Física,42,Otro/Prefiere no decir,Viudo,0,Posgrado,Chiapas,Rural,Empleado,Alimentos,2,27806,No aplica,20106,7700,4,3,Sí,Sí,Sí,No,No,No,No,9628,22488,50836,Sí,10,798,Excelente,3,2,0,0,No,135377,44.2,3,No,No,Bajo,18,34202,44.2,0,Alto,Dinámico,Alto,Sí,15,4,5,3,1,Web,Alto,3,Transferencias,7,7,Sí,Invertir,Cuenta de ahorro,No
CLI091,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Yucatán,Suburbana,Empresario,Logística,7,No aplica,61178,48955,12223,3,2,Sí,No,No,Sí,No,No,No,33718,0,0,Sí,2,653,Buena,2,0,0,0,No,19649,0.0,1,Sí,No,Medio,38,0,0.0,0,Medio,Dinámico,Bajo,Sí,10,4,2,3,0,Sucursal,Bajo,0,Ninguno,7,7,No,Invertir,Crédito empresarial,No
CLI092,Persona Física,21,Femenino,Soltero,1,Posgrado,Quintana Roo,Rural,Estudiante,Alimentos,0,12108,No aplica,10738,1370,1,3,Sí,Sí,No,No,No,No,Sí,1201,16525,17560,Sí,3,689,Buena,1,0,3,60,No,31933,94.1,0,No,No,Medio,19,5679,94.1,0,Medio,Dinámico,Alto,Sí,11,7,7,2,1,App móvil,Alto,2,Tarjeta,6,7,Sí,Comprar automóvil,Inversión,No
CLI093,Persona Física,47,Masculino,Soltero,1,Universidad,Oaxaca,Urbana,Independiente,Servicios,7,21173,No aplica,16291,4882,2,2,Sí,Sí,No,No,No,No,No,3309,7867,31408,No,0,560,Regular,0,0,0,0,No,7867,25.0,0,No,No,Medio,14,16271,25.0,0,Medio,Conservador,Bajo,Sí,10,6,1,2,0,Sucursal,Medio,3,Tarjeta,6,9,No,Comprar automóvil,Tarjeta de crédito,Sí
CLI094,Persona Física,34,Femenino,Soltero,0,Preparatoria,Baja California,Urbana,Empleado,Construcción,5,13280,No aplica,10032,3248,1,3,Sí,Sí,Sí,No,No,No,No,4878,11043,15635,No,0,586,Regular,0,0,0,0,No,11043,70.6,0,No,No,Medio,18,4033,70.6,0,Medio,Dinámico,Medio,Sí,17,9,4,1,0,App móvil,Medio,0,Ninguno,7,5,No,Comprar automóvil,Hipoteca,Sí
CLI095,Persona Física,41,Masculino,Unión libre,1,Posgrado,Durango,Urbana,Empleado,Construcción,10,49226,No aplica,45440,3786,0,0,No,No,No,No,No,No,No,29362,0,0,No,0,556,Regular,0,0,0,0,No,0,0.0,0,No,No,Medio,15,0,0.0,0,Bajo,Conservador,Bajo,No,0,0,1,1,3,Sucursal,Medio,2,Transferencias,8,6,No,Invertir,Inversión,No
CLI096,Persona Física,34,Femenino,Divorciado,3,Universidad,Durango,Urbana,Empleado,Salud,9,32965,No aplica,30863,2102,2,2,Sí,No,No,No,Sí,No,No,28190,0,0,Sí,2,716,Buena,0,0,2,90,No,0,0.0,1,No,No,Bajo,15,0,0.0,1,Bajo,Moderado,Bajo,Sí,11,6,2,3,3,App móvil,Medio,3,Acceso a cuenta,8,10,No,Comprar vivienda,Tarjeta de crédito,No
CLI097,Persona Física,40,Masculino,Casado,1,Universidad,Aguascalientes,Suburbana,Independiente,Gobierno,2,31755,No aplica,19209,12546,12,3,No,Sí,No,Sí,Sí,No,No,14998,15052,87679,Sí,8,650,Buena,1,3,2,15,No,24278,17.2,2,No,No,Medio,19,47891,17.2,0,Alto,Conservador,Bajo,Sí,13,10,2,3,0,Web,Alto,1,App,6,8,No,Pagar deudas,Inversión,No
CLI098,Persona Física,46,Femenino,Soltero,0,Preparatoria,Jalisco,Urbana,Empleado,Educación,3,18392,No aplica,12647,5745,3,4,Sí,Sí,Sí,No,No,No,Sí,15211,18455,22579,Sí,5,694,Buena,2,2,1,15,No,62407,81.7,2,Sí,No,Medio,17,7671,81.7,0,Alto,Moderado,Alto,No,0,0,1,0,3,Cajero,Medio,0,Ninguno,7,7,No,Crear fondo de emergencia,Cuenta de ahorro,Sí
CLI099,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,San Luis Potosí,Urbana,Empresario,Gobierno,22,No aplica,195393,144155,51238,1,2,Sí,Sí,No,No,No,No,No,12595,105027,293564,No,0,618,Regular,0,0,0,0,No,105027,35.8,0,No,No,Medio,40,183864,35.8,0,Alto,Moderado,Medio,Sí,13,8,2,1,1,App móvil,Medio,1,Tarjeta,6,5,No,Expandir negocio,Cuenta de ahorro,Sí
CLI100,Persona Física,29,Masculino,Casado,0,Preparatoria,Oaxaca,Urbana,Empresario,Logística,0,34242,No aplica,22823,11419,2,2,No,Sí,No,No,Sí,No,No,4361,44680,80275,Sí,11,718,Buena,0,2,1,60,No,44680,55.7,1,No,No,Bajo,25,48300,55.7,0,Alto,Moderado,Medio,Sí,19,6,3,3,0,App móvil,Alto,1,Transferencias,5,3,No,Comprar automóvil,Cuenta de ahorro,No
CLI101,Persona Física,35,Masculino,Soltero,0,Universidad,Hidalgo,Urbana,Independiente,Comercio,3,22987,No aplica,21357,1630,1,3,Sí,No,Sí,No,No,No,Sí,6141,0,0,Sí,17,601,Regular,0,7,4,60,No,0,0.0,2,Sí,Sí,Alto,16,0,0.0,0,Bajo,Moderado,Bajo,Sí,10,8,4,1,0,Sucursal,Alto,2,Créditos,4,4,No,Comprar vivienda,Cuenta de ahorro,Sí
CLI102,Persona Física,25,Masculino,Soltero,0,Preparatoria,Tabasco,Urbana,Empresario,Alimentos,7,28932,No aplica,17783,11149,7,2,Sí,No,No,Sí,No,No,No,18085,0,0,No,0,528,Baja,0,0,0,0,No,0,0.0,0,No,No,Medio,18,0,0.0,0,Alto,Conservador,Bajo,Sí,20,8,7,1,1,App móvil,Medio,2,Acceso a cuenta,8,8,No,Comprar vivienda,Seguro,No
CLI103,Persona Física,57,Femenino,Soltero,2,Preparatoria,Tabasco,Urbana,Empresario,Tecnología,10,21307,No aplica,18920,2387,2,1,Sí,No,No,No,No,No,No,7095,0,0,Sí,7,690,Buena,0,1,1,15,No,0,0.0,2,No,No,Bajo,18,0,0.0,1,Medio,Conservador,Bajo,Sí,10,2,4,4,0,App móvil,Medio,1,Tarjeta,8,7,No,Crear fondo de emergencia,Seguro,Sí
CLI104,Persona Física,18,Femenino,Casado,2,Universidad,Chiapas,Urbana,Estudiante,Gobierno,0,8696,No aplica,5089,3607,1,1,Sí,No,No,No,No,No,No,10668,0,0,No,0,512,Baja,0,0,0,0,No,0,0.0,1,No,No,Medio,20,0,0.0,0,Alto,Moderado,Bajo,Sí,16,9,5,5,0,Web,Alto,2,Acceso a cuenta,6,10,No,Viajar,Inversión,No
CLI105,Persona Física,24,Femenino,Casado,1,Universidad,Morelos,Suburbana,Independiente,Servicios,1,17745,No aplica,10362,7383,2,2,Sí,No,No,No,No,No,Sí,9792,0,0,No,0,578,Regular,0,0,0,0,No,0,0.0,1,No,No,Alto,25,0,0.0,0,Alto,Conservador,Bajo,Sí,17,4,6,1,0,Cajero,Medio,2,Tarjeta,3,3,No,Invertir,Inversión,Sí
CLI106,Persona Física,20,Femenino,Soltero,1,Universidad,Chihuahua,Urbana,Estudiante,Manufactura,0,5768,No aplica,3447,2321,0,2,Sí,No,No,Sí,No,No,No,5443,0,0,No,0,551,Regular,0,0,0,0,No,0,0.0,0,No,No,Medio,17,0,0.0,0,Alto,Moderado,Bajo,Sí,13,8,6,1,0,Atención telefónica,Medio,3,Créditos,8,8,No,Pagar deudas,Tarjeta de crédito,No
CLI107,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Baja California,Urbana,Empresario,Comercio,8,No aplica,95367,57709,37658,8,1,Sí,No,No,No,No,No,No,36068,0,0,Sí,3,633,Regular,2,0,1,15,No,15715,0.0,4,Sí,Sí,Medio,45,0,0.0,0,Alto,Conservador,Bajo,Sí,7,3,2,1,0,App móvil,Medio,0,Ninguno,8,8,Sí,Pagar deudas,Inversión,Sí
CLI108,Persona Física,61,Femenino,Soltero,1,Preparatoria,Veracruz,Urbana,Empresario,Comercio,0,65296,No aplica,59033,6263,0,2,Sí,No,No,No,No,No,Sí,20075,0,0,No,0,552,Regular,0,0,0,0,No,0,0.0,0,No,No,Medio,26,0,0.0,1,Medio,Moderado,Bajo,Sí,11,6,5,2,1,App móvil,Medio,1,Aclaraciones,8,8,No,Emprender,Ninguno,Sí
CLI109,Persona Física,36,Masculino,Casado,1,Preparatoria,Estado de México,Urbana,Empleado,Comercio,3,13308,No aplica,10424,2884,9,2,Sí,No,Sí,No,No,No,No,4386,0,0,Sí,2,528,Baja,1,1,4,90,Sí,18567,0.0,0,No,Sí,Alto,25,0,0.0,5,Medio,Moderado,Medio,Sí,7,5,4,1,1,App móvil,Medio,1,Créditos,5,6,No,Invertir,Inversión,No
CLI110,Persona Física,30,Femenino,Casado,1,Posgrado,Veracruz,Urbana,Desempleado,Servicios,0,1063,No aplica,726,337,11,1,Sí,No,No,No,No,No,No,381,0,0,No,0,558,Regular,0,0,0,0,No,0,0.0,1,No,No,Alto,9,0,0.0,0,Alto,Moderado,Bajo,Sí,11,1,5,1,2,App móvil,Alto,4,Transferencias,6,4,Sí,Viajar,Cuenta de ahorro,Sí
CLI111,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Durango,Urbana,Empresario,Gobierno,22,No aplica,271567,202291,69276,1,3,Sí,Sí,No,No,No,No,Sí,156501,42453,136468,Sí,3,659,Buena,1,0,2,120,No,80407,31.1,2,No,Sí,Medio,41,20934,31.1,2,Alto,Conservador,Bajo,Sí,10,6,4,2,0,Sucursal,Alto,3,Aclaraciones,8,7,No,Pagar deudas,Inversión,Sí
CLI112,Persona Física,34,Masculino,Casado,1,Secundaria,Jalisco,Rural,Independiente,Comercio,9,8122,No aplica,6040,2082,6,1,Sí,No,No,No,No,No,No,684,0,0,Sí,9,769,Excelente,0,2,0,0,No,0,0.0,4,No,No,Bajo,19,0,0.0,0,Alto,Moderado,Bajo,Sí,15,7,7,1,0,Cajero,Medio,1,Transferencias,6,4,No,Pagar deudas,Cuenta de ahorro,Sí
CLI113,Persona Física,26,Femenino,Casado,2,Universidad,Durango,Rural,Empleado,Alimentos,4,16813,No aplica,13124,3689,8,3,Sí,Sí,No,No,No,No,Sí,11534,6658,11656,Sí,7,582,Regular,0,2,2,15,Sí,6658,57.1,1,No,Sí,Medio,14,4384,57.1,3,Medio,Moderado,Medio,Sí,18,7,3,0,0,App móvil,Bajo,1,Transferencias,4,3,No,Viajar,Crédito personal,Sí
CLI114,Persona Física,55,Masculino,Divorciado,1,Universidad,Querétaro,Rural,Empleado,Manufactura,4,35922,No aplica,33944,1978,1,2,Sí,No,No,No,Sí,No,No,31774,0,0,Sí,6,578,Regular,2,1,2,30,Sí,19450,0.0,4,No,No,Medio,16,0,0.0,3,Bajo,Conservador,Bajo,Sí,12,8,1,1,0,App móvil,Alto,0,Ninguno,7,6,No,Emprender,Ninguno,No
CLI115,Persona Física,42,Femenino,Soltero,2,Secundaria,Zacatecas,Rural,Empleado,Educación,1,4682,No aplica,2774,1908,4,2,Sí,No,No,Sí,No,No,No,8823,0,0,Sí,11,721,Buena,0,1,2,15,No,0,0.0,1,No,No,Bajo,21,0,0.0,0,Alto,Conservador,Bajo,No,0,0,1,4,5,App móvil,Alto,3,Tarjeta,6,6,Sí,Invertir,Ninguno,No
CLI116,Persona Física,52,Masculino,Divorciado,0,Universidad,Durango,Rural,Empleado,Gobierno,3,29542,No aplica,21676,7866,0,1,Sí,No,No,No,No,No,No,21905,0,0,Sí,4,717,Buena,0,1,2,60,No,0,0.0,3,No,No,Bajo,16,0,0.0,0,Alto,Conservador,Bajo,Sí,10,4,4,0,3,App móvil,Alto,2,Acceso a cuenta,8,7,No,Comprar automóvil,Inversión,Sí
CLI117,Persona Moral,No aplica,No aplica,No aplica,No aplica,No aplica,Querétaro,Urbana,Empresario,Servicios,12,No aplica,299501,235521,63980,1,3,No,Sí,No,No,No,Sí,Sí,74345,164937,302111,Sí,1,596,Regular,0,0,2,60,Sí,164937,54.6,2,No,No,Medio,34,66271,54.6,4,Medio,Dinámico,Medio,Sí,7,6,6,1,1,App móvil,Medio,0,Ninguno,9,10,No,Ahorrar,Crédito empresarial,No
